序號,資料集名稱,分類,資料提供單位,資料集描述,欄位名稱,Url
301,汽車新車審驗資料,大氣,空氣品質保護及噪音管制處,汽車新車型合格證核發清冊資料,CustName(廠商名稱)、EngineGroup(引擎族)、CertificateNo(合格證明編號)、ApproveDate(核准日期)、MakeArea(製造地區)、ImportArea(進口地區)、TestMethod(行車型態測定方法)、Type(車型分類)、CarModelName(車型名稱)、CO(行車型態(g/km)CO)、NMHC(行車型態(g/km)NMHC)、Nox(行車型態(g/km)NOx)、THC(行車型態(g/km)THC)、PM(行車型態(g/km)PM)、CODF(劣化係數(值)CO)、NMHCDF(劣化係數(值)NMHC)、NoxDF(劣化係數(值)NOx)、THCDF(劣化係數(值)THC)、PMDF(劣化係數(值)PM)、EVAPDF(劣化係數(值)蒸發HC)。,https://opendata.epa.gov.tw/Data/Contents/CarFactual/
302,車機型號妥善率報表,生活環境與其他,"毒物及化學物質局 ",提供使用者查詢毒性化學物質運送車輛即時監控系統之車機型號每月妥善率，資料內容包含：年份、月份、車機廠牌批次、妥善率等級,Year(年份)、Month(月份)、GPSMachine(車機廠牌批次)、MachineClass(妥善率等級)。,https://opendata.epa.gov.tw/Data/Contents/OTH01016/
303,巡守隊明細資料,水,水質保護處,巡守隊明細相關資料,name(巡守隊名稱)、county(縣市)、Administrative_area(行政區)、number(人數)、men(男生數)、women(女生數)、river(巡守河川)。,https://opendata.epa.gov.tw/Data/Contents/WAT00224/
304,事業廢棄物申報流向統計,"地,生活環境與其他",廢棄物管理處,依現行各類廢棄物代碼提供各流向聯單申報量、貯存量及申報家數統計,EMIYear(申報年度)、EMINo(廢棄物代碼)、EMIItem(廢棄物名稱)、DlistType(申報流向)、EMIValue(申報量)、EMIUnits(申報量度量單位)、EMIScalar(申報量小數點展示位數)。,https://opendata.epa.gov.tw/Data/Contents/WRFlow/
305,事業廢棄物申報統計,地,統計室,本資料依全國及縣市別統計申報事業各類廢棄物申報產生量及各清理方式申報清理量,item1(統計期)、item2(統計區)、value1(申報事業廢棄物產生量)、value2(一般事業廢棄物量)、value3(有害事業廢棄物量)、value4(再生資源量)、value5(申報事業廢棄物清理量)、value6(委託或共同處理量)、value7(自行處理量)、value8(再利用量)、value9(境外處理量),https://opendata.epa.gov.tw/Data/Contents/SOIL00161/
306,事業廢棄物申報量依物種統計,"地,生活環境與其他",廢棄物管理處,依列管事業流向聯單申報資料並以現行8碼廢棄物代碼區分廢棄物項目之物種特性為統計軸向,EMIYear(申報年度)、SpeciesNo(物種代碼)、SpeciesName(物種名稱)、EMIValue(申報量)、EMIUnits(申報量度量單位)、EMIScalar(申報量小數點展示位數)。,https://opendata.epa.gov.tw/Data/Contents/WRSpecies/
307,事業廢棄物申報量依製造程序統計,"地,生活環境與其他",廢棄物管理處,依列管事業流向聯單申報資料以現行製程代碼統計各年度列管事業製程產出事業廢棄物量,EMIYear(申報年度)、PRONo(製造程序代碼)、PROName(製造程序名稱)、EMIValue(申報量)、EMIUnits(申報量度量單位)、EMIScalar(申報量小數點展示位數)。,https://opendata.epa.gov.tw/Data/Contents/WRMakeProc/
308,事業廢棄物申報境外處理之實際輸出入量統計,"地,生活環境與其他",廢棄物管理處,越境實際輸出入量統計,DlistType(申報流向)、EMIType(廢棄物性質)、EMIYear(申報年度)、EMIName(廢棄物項目)、EMICountry(接受國/輸出國)、EMIValue(申報量)、EMIUnits(申報量度量單位)、EMIScalar(申報量小數點展示位數)。,https://opendata.epa.gov.tw/Data/Contents/WRInOut/
309,事業廢棄物共同清除、處理機構許可資料,生活環境與其他,廢棄物管理處,提供各項共同清除機構許可資料，包括機構基本資料、每月許可清運量、廢棄物種類。,Tre_No(管制編號)、Tre_Name(機構名稱)、Tre_Type(機構類型)、GrantDeadline(有效期限)、GrantTotalQty(許可量)、GrantNo(證件字號)、waste_no(廢棄物代碼)、Waste_name(廢棄物名稱)、TreMethodName(處理方式)。,https://opendata.epa.gov.tw/Data/Contents/OTH01363/
310,事業廢棄物再利用申報量統計,生活環境與其他,廢棄物管理處,以產源之所在地作為統計主軸，統計事業廢棄物進行再利用之申報量。,EMI_YEAR(申報年度)、EMI_MONTH(申報月份)、AREA_NAME(縣市別)、EMI_VALUE(申報量)、EMI_UNITS(申報量度量單位)、EMI_SCALAR(申報量小數點展示位數)。,https://opendata.epa.gov.tw/Data/Contents/OTH01331/
311,事業廢棄物自行處理申報量統計,生活環境與其他,廢棄物管理處,以產源之所在地作為統計主軸，統計事業廢棄物自行處理之申報量。,EMI_YEAR(申報年度)、EMI_MONTH(申報月份)、AREA_NAME(縣市別)、EMI_VALUE(申報量)、EMI_UNITS(申報量度量單位)、EMI_SCALAR(申報量小數點展示位數)。,https://opendata.epa.gov.tw/Data/Contents/OTH01352/
312,事業廢棄物委託或共同處理申報量統計,生活環境與其他,廢棄物管理處,以產源之所在地作為統計主軸，統計事業廢棄物委託或共同處理之申報量。,EMI_YEAR(申報年度)、EMI_MONTH(申報月份)、AREA_NAME(縣市別)、EMI_VALUE(申報量)、EMI_UNITS(申報量度量單位)、EMI_SCALAR(申報量小數點展示位數)。,https://opendata.epa.gov.tw/Data/Contents/OTH01353/
313,事業廢棄物進行再利用項目統計,"地,生活環境與其他",廢棄物管理處,依公告、個案、通案、試驗計畫再利用之事業廢棄物項目及再利用量,EMIYear(申報年度)、EMINo(廢棄物代碼)、EMIItem(廢棄物名稱)、EMIValue(申報量)、EMIUnits(申報量度量單位)、EMIScalar(申報量小數點展示位數)。,https://opendata.epa.gov.tw/Data/Contents/WRReuse/
314,事業廢棄物境外輸出申報量統計,生活環境與其他,廢棄物管理處,以產源之所在地作為統計主軸，統計事業廢棄物境外輸出之申報量。,EMI_YEAR(申報年度)、EMI_MONTH(申報月份)、AREA_NAME(縣市別)、EMI_VALUE(申報量)、EMI_UNITS(申報量度量單位)、EMI_SCALAR(申報量小數點展示位數)。,https://opendata.epa.gov.tw/Data/Contents/OTH01354/
315,事業廢棄物輸出/輸入申報量統計,生活環境與其他,廢棄物管理處,依事業廢棄物之輸出/輸入者申報國內運送聯單之廢棄物資料統計。,DLIST_TYPE(申報流向)、EMI_TYPE(廢棄物性質)、EMI_YEAR(申報年度)、EMI_MONTH(申報月份)、EMI_NAME(廢棄物項目)、EMI_CUNTRY(接受國/輸出國)、EMI_VALUE(申報量)、EMI_UNITS(申報量度量單位)、EMI_SCALAR(申報量小數點展示位數)。,https://opendata.epa.gov.tw/Data/Contents/OTH01359/
316,事業機構及處理/再利用機構位置圖,生活環境與其他,廢棄物管理處,顯示環保署廢棄管理處所列管之事業機構及處理/再利用機構所在座標位置圖。,fac_no、fac_name、fac_addr、utmX、utmY、type。,https://opendata.epa.gov.tw/Data/Contents/GISEPA31/
317,使用中機動車輛噪音資料-汽油車,生活環境與其他,空氣品質保護及噪音管制處,使用中機動車輛噪音相關資料-汽油車,ItemNo(項次)、InspectionCategory(檢測類別)、VehicleType(車輛種類)、VehicleCertificateNO(車型組代號)、VehicleModel(車型名稱)、ModelYear(車型年份)、AccelerationNoise(噪音值_加速dB(A))、StationaryNoise(噪音值_原地dB(A))、EngineSpeedMaxPower(最大馬力轉速(rpm))、TestEnginSpeed(受測轉速(rpm))、Stage(期別)、LimitStationaryNoise(使用中原地噪音管制值)、ApprovedDate(核准日期)、CheckCode(查核碼)。,https://opendata.epa.gov.tw/Data/Contents/OTH01450/
318,使用中機動車輛噪音資料-柴油車,生活環境與其他,空氣品質保護及噪音管制處,使用中機動車輛噪音相關資料-柴油車,ItemNo(項次)、InspectionCategory(檢測類別)、VehicleType(車輛種類)、VehicleCertificateNO(車型組代號)、VehicleModel(車型名稱)、ModelYear(車型年份)、AccelerationNoise(噪音值_加速dB(A))、StationaryNoise(噪音值_原地dB(A))、EngineSpeedMaxPower(最大馬力轉速(rpm))、TestEnginSpeed(受測轉速(rpm))、Stage(期別)、LimitStationaryNoise(使用中原地噪音管制值)、ApprovedDate(核准日期)、CheckCode(查核碼)。,https://opendata.epa.gov.tw/Data/Contents/OTH01451/
319,使用中機動車輛噪音資料-機車,生活環境與其他,空氣品質保護及噪音管制處,使用中機動車輛噪音相關資料-機車,ItemNo(項次)、InspectionCategory(測類別)、VehicleType(車輛種類)、VehicleCertificateNO(車型組代號)、VehicleModel(車型名稱)、ModelYear(車型年份)、AccelerationNoise(噪音值_加速dB(A))、StationaryNoise(噪音值_原地dB(A))、EngineSpeedMaxPower(最大馬力轉速(rpm))、TestEnginSpeed(受測轉速(rpm))、Stage(期別)、LimitStationaryNoise(使用中原地噪音管制值)、ApprovedDate(核准日期)、CheckCode(查核碼)。,https://opendata.epa.gov.tw/Data/Contents/OTH01449/
320,使用中機動車輛噪音檢驗之場所表,生活環境與其他,空氣品質保護及噪音管制處,提供全國各縣市檢驗場所地點,UnitName(縣市別)、TestPlace(檢驗場所)。,https://opendata.epa.gov.tw/Data/Contents/OTH01452/
321,例行性補助計畫概述,生活環境與其他,土壤及地下水污染整治基金管理會,計畫成果相關資訊,Plan_ID(計畫代碼)、ExeYear(年度)、City(申請單位)、Name(計畫名稱)、CheckDate(核定日期)、CheckMoney(核定金額)、ComExp(委辦費)、AdmExp(行政費)、NoticeDate(上網公告日期)、SignDate(簽約日期)、SignMoney(簽約金額)、SDate(執行期程起)、EDate(執行期程迄)。,https://opendata.epa.gov.tw/Data/Contents/OTH01547/
322,其他環境影響評估書件專案小組審查會議紀錄,生活環境與其他,綜合計畫處,其他環境影響評估書件專案小組審查會議紀錄,Hcode(案件編號)、Title(案件名稱)、Developer(開發單位名稱)、Term(會議次別)、MeetingDate(開會日期)、AppendFile(檔案連結)。,https://opendata.epa.gov.tw/Data/Contents/OTH01301/
323,協助地方辦理非法棄置廢棄物案件債權保全追蹤運作程序,生活環境與其他,環境督察總隊,透過流程圖協助地方政府執行非法棄置案件查處相關作為，公開揭示讓民眾了解行政程序,檔案名稱(檔案名稱)、內容(內容),https://opendata.epa.gov.tw/Data/Contents/OTH01277/
324,固定污染源CEMS監測數據紀錄值資料集(15分鐘紀錄值),污染防治,空氣品質保護及噪音管制處,CEMS煙道即時量測值資料檔(氣狀污染物),Epb(所屬環保局)、CNO(管制編號)、Abbr(公司簡稱)、PolNo(煙囪序號)、ItemDesc(監測項目名稱)、Item(監測項目編號)、M_Time(監測時間)、M_Val(監測數值)、Unit(單位)、Code2(資料辨識碼)、Code2Desc(資料辨識碼說明)、Std(排放標準值)、Std_s(排放標準依據)。,https://opendata.epa.gov.tw/Data/Contents/POP00049/
325,固定污染源CEMS監測數據紀錄值資料集(1小時紀錄值),污染防治,空氣品質保護及噪音管制處,CEMS煙道每日量測值資料檔(1小時平均值),Epb(所屬環保局)、CNO(管制編號)、Abbr(公司簡稱)、PolNo(煙囪序號)、ItemDesc(監測項目名稱)、Item(監測項目編號)、M_Time(監測時間)、M_Val(監測數值)、Std(排放標準值)、Unit(單位)、Code2(資料辨識碼)、Std_s(排放標準依據)、Code2Desc(資料辨識碼說明)。,https://opendata.epa.gov.tw/Data/Contents/POP00053/
326,固定污染源CEMS監測數據紀錄值資料集(6分鐘紀錄值),污染防治,空氣品質保護及噪音管制處,CEMS煙道即時量測值資料檔(不透光率-粒狀污染物),Epb(所屬環保局)、CNO(管制編號)、Abbr(公司簡稱)、PolNo(煙囪序號)、ItemDesc(監測項目名稱)、Item(監測項目編號)、M_Time(監測時間)、M_Val(監測數值)、Std(排放標準值)、Unit(單位)、Code2(資料辨識碼)、Std_s(排放標準依據)、Code2Desc(資料辨識碼說明)。,https://opendata.epa.gov.tw/Data/Contents/POP00048/
327,固定污染源空氣污染防制費收費統計,污染防治,空氣品質保護及噪音管制處,固定污染源空氣污染防制費收費金額統計,Year(年度)、County(縣市)、Income(空污費金額)、Unit(單位)。,https://opendata.epa.gov.tw/Data/Contents/POP00042/
328,固定污染源設置、變更、操作許可申請家數統計,大氣,空氣品質保護及噪音管制處,固定污染源設置、變更、操作許可申請家數統計,adrarea(縣市別)、setnu(設置家數)、chagenu(變更家數)、openu(操作家數)。,https://opendata.epa.gov.tw/Data/Contents/ATM00633/
329,固定污染源-煙道基本參數檔,污染防治,空氣品質保護及噪音管制處,固定污染源-煙道基本參數檔,CNO(管制編號)、POLNO(煙囪序號)、ITEM(監測項目)、EPB(縣市代碼)。,https://opendata.epa.gov.tw/Data/Contents/POP00046/
330,垃圾全分類零廢棄方案第一階段執行計畫,生活環境與其他,環境督察總隊,藉由垃圾處理區域合作方式，協助停建焚化廠縣市妥善處理垃圾之計畫,文件檔,https://opendata.epa.gov.tw/Data/Contents/OTH01278/
331,垃圾回收清除車輛數,生活環境與其他,統計室,本資料彙整地方環保機關提報之垃圾回收清除車輛結果，依全國及縣市別統計各種垃圾車數量。,item1(統計期)、item2(統計區)、value1(總車輛數)、value2(子母式垃圾車輛數)、value3(密封式垃圾車輛數)、value4(資源(含廚餘)回收垃圾車輛數)、value5(其他框式垃圾車輛數)、value6(清溝(溝泥)車輛數)、value7(掃(洗)街車輛數)、value8(水肥車輛數),https://opendata.epa.gov.tw/Data/Contents/OTH01852/
332,垃圾車清運路線資料-未實施垃圾不落地,生活環境與其他,廢棄物管理處,提供縣市垃圾車清運路線、點資料-未實施垃圾不落地,country(縣市別)、city(鄉鎮市別)、way(清運方式)、code(清運路線名稱)、number(清運序)、name(清運點名稱描述)、trash(清運描述 (一般垃圾每週收集星期))、trash_detail(詳細資料 (一般垃圾每天收集時間))、kitchen_waste(清運描述 (廚餘回收每週收集星期))、kitchen_detail(詳細資料 (廚餘回收每天收集時間))、recycle(清運描述 (資源回收每週收集星期))、recycle_detail(詳細資料 (資源回收每天收集時間))、remark(備註)。,https://opendata.epa.gov.tw/Data/Contents/OTH01986/
